betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
50H OWP Baltic 1+2,Erneuerbar,individual,Wind,32078,index,llm,high,no,Baltic,Wind,350.6999999999999,54.904974653465345,13.056202386138612,index,"SEE900674039613,SEE900924483104,SEE904202146064,SEE905025349632,SEE905159407185,SEE907941573597,SEE907944700785,SEE908255683705,SEE910186359178,SEE911149742365,SEE914110442387,SEE918176032896,SEE918547913946,SEE918796761770,SEE919020269239,SEE919087229481,SEE919686179385,SEE919733414483,SEE920507517217,SEE920608663851,SEE922009406280,SEE922650741815,SEE925690458347,SEE925907200721,SEE926480712434,SEE927322705157,SEE927962800113,SEE928025167310,SEE930623307173,SEE930689471047,SEE930888384841,SEE934278234518,SEE934386159987,SEE938506812240,SEE939544407719,SEE940449103583,SEE941324537936,SEE944166387370,SEE944402383067,SEE944918234914,SEE945237694755,SEE945824674429,SEE946575633970,SEE947813172213,SEE949147141446,SEE950049394311,SEE950453714132,SEE952331270600,SEE952614213638,SEE954288609311,SEE955134309003,SEE956396803469,SEE957800907780,SEE959120227265,SEE962060710131,SEE962182508333,SEE962333346746,SEE962359172879,SEE962498737984,SEE965031306227,SEE965870517419,SEE966224671047,SEE966700573957,SEE968291098505,SEE969452881615,SEE970100825608,SEE970135473362,SEE970463963405,SEE970507628789,SEE971642106583,SEE972154640503,SEE972539724538,SEE972852725977,SEE972924417250,SEE973944897206,SEE974597472147,SEE974991940440,SEE975121040627,SEE977112241112,SEE977729981845,SEE979327730610,SEE980662526622,SEE980865419110,SEE985188238677,SEE985243229510,SEE987105580579,SEE990434581919,SEE990582178207,SEE990863138883,SEE992578529895,SEE993126036339,SEE994084245764,SEE994615838397,SEE994620502054,SEE994749457228,SEE994777026625,SEE995408247624,SEE997500786872,SEE997643768254,SEE998929495550,SEE999275677188",,,Baltic offshore wind park matches the combined Baltic 1+2 designation.,disagree,71.3
BAG NWAK-Cluster 03 Bergrheinfeld-Schweinfurt,Erneuerbar,cluster,,"102837,106879,108271,108647,108648,112281,112775,127569,127570,127571,128206,129281,3920,64276,67462,85409,92096,92328,97179,97425",index,cluster_name,high,no,Cluster @ bergrheinfeld schweinfurt,"Hydro,Solar",13.1,50.0289,10.2157,index,"SEE902996230303,SEE906417837249,SEE917580104946,SEE927759847710,SEE928021770651,SEE931746804242,SEE939201949286,SEE941488420730,SEE942038979623,SEE942518114421,SEE950721063207,SEE954670329827,SEE959519976101,SEE966118062753,SEE967899189851,SEE974366414248,SEE975658617156,SEE976583275305,SEE984054600921,SEE991413909144,SEE994622313948,SEE998851006954,SEE999508566371",," nan},{nan",cluster: 20 plants @ bergrheinfeld schweinfurt,confirmed,1.8
BAG NWAK-Cluster 04 Aschaffenburg,Erneuerbar,cluster,,"102567,107954,114648,116439,30923,30925,30926,47582,59182,60232,63933",index,cluster_name,high,no,Cluster @ aschaffenburg,"Biogas,Solar,Solid Biomass",3.9,49.9734,9.1277,index,"SEE910457967484,SEE913401630250,SEE921663381834,SEE933893170119,SEE935131669768,SEE955321704819,SEE961864856786,SEE966677507702,SEE977641118848,SEE991300488394,SEE993180207164,SEE998523022572",,,cluster: 11 plants @ aschaffenburg,confirmed,1.6
BAG NWAK-Cluster 05 Kriegenbrunn-Ludersheim,Erneuerbar,cluster,,"100356,100882,100896,100987,101119,101343,103405,105068,105908,105924,106045,106512,106977,107832,109417,110269,110606,110609,110865,110914,112278,112757,113061,113299,113374,113406,114033,114780,114841,115339,115756,117703,117835,117836,119186,122346,122469,122474,123179,124356,125584,125629,126059,128374,128801,129430,129855,129971,131119,131246,131247,131262,132007,132112,132497,132953,133701,134576,135566,135608,136965,138977,142138,142370,142371,162191,26575,26833,2836,29382,31402,32045,32910,33895,33925,34915,35605,35624,35732,35751,36366,36367,36561,37235,37280,37282,37861,37870,38096,38102,39033,41070,41073,44252,46939,48301,48308,48343,48714,50855,51461,56467,56588,56674,58200,58744,61729,61975,63643,64396,64464,65789,65790,65920,66553,71722,72175,73562,74345,77151,79089,80057,80445,82354,82977,84725,86708,87065,88338,88521,96478,96921",index,cluster_geocode,medium,yes,Cluster @ kriegenbrunn ludersheim,"Biogas,Hydro,Solar,Solid Biomass,Wind",90.8,50.2276,11.1488,index,"SEE901097180609,SEE901145679970,SEE901585094937,SEE901918000345,SEE902679292949,SEE903555694819,SEE903869135190,SEE904039972454,SEE904128002680,SEE904452541718,SEE906085681694,SEE906459953167,SEE907497118952,SEE908381034839,SEE909302760745,SEE909485444425,SEE909969401883,SEE910514896146,SEE911153974721,SEE911548046712,SEE911886859692,SEE912124926466,SEE912133992780,SEE912256567322,SEE913379044745,SEE915093559369,SEE915633722123,SEE915923603200,SEE915939590044,SEE916496357569,SEE917341327270,SEE918067059254,SEE918074569890,SEE918894493696,SEE919142216173,SEE920644552850,SEE920798160963,SEE922141230002,SEE923847688319,SEE923942849127,SEE923999392935,SEE924086949353,SEE925121124452,SEE925251902913,SEE925304167191,SEE925580129678,SEE925749656151,SEE927965761862,SEE928172855498,SEE929538576811,SEE929593537628,SEE929976218557,SEE930222962070,SEE930958449814,SEE931018875024,SEE931486126482,SEE931617791817,SEE931723766129,SEE931908175319,SEE932081253306,SEE932208147839,SEE932417120708,SEE934682770442,SEE935706604255,SEE937817961883,SEE938205510164,SEE940307684957,SEE942529549243,SEE943160522404,SEE943922216497,SEE944790704925,SEE946111680390,SEE947113299474,SEE947207449662,SEE947475236865,SEE948493972612,SEE948898227287,SEE949257633954,SEE950440253040,SEE950893770149,SEE950904349449,SEE952866102049,SEE953291078916,SEE953301323289,SEE953416507284,SEE955202929362,SEE957234562517,SEE957721922251,SEE959134411476,SEE959351675958,SEE959730114115,SEE960513993476,SEE961098378733,SEE961193565403,SEE961387754774,SEE961622652216,SEE962553607726,SEE964276546931,SEE965304481682,SEE966165526482,SEE966753494025,SEE967094019069,SEE967493404039,SEE967674550654,SEE967890810754,SEE968258361048,SEE969556026141,SEE969587295103,SEE969600547769,SEE970599993192,SEE971060271924,SEE971125793392,SEE972141788577,SEE972677762652,SEE974821858747,SEE975260658653,SEE975325801543,SEE976187217800,SEE976266040466,SEE976707980542,SEE976863205268,SEE979137280930,SEE980381640081,SEE980585282346,SEE982297331862,SEE982336805804,SEE983098637917,SEE983369183815,SEE984233420395,SEE984863578114,SEE985671046215,SEE986136124646,SEE986428877762,SEE986842405305,SEE987470908602,SEE987560598089,SEE991031407787,SEE991731566524,SEE992397652675,SEE992948705065,SEE993317932440,SEE993496262598,SEE994271432724,SEE994395725979,SEE996446065430,SEE997540893899,SEE997679808191,SEE999134998263,SEE999639357442,SEE999961145953",,,cluster: 132 plants @ kriegenbrunn ludersheim | coord-check: name geocodes 79 km away,disagree,78.7
BAG NWAK-Cluster 12 Pirach-Simbach,Erneuerbar,cluster,,"121113,3313,72797",index,cluster_name,high,no,Cluster @ pirach simbach,"Hydro,Solar",104.5,48.2701,12.9924,index,"SEE901373945731,SEE903360598449,SEE912351283974,SEE946492105505,SEE967253491002,SEE979623845346,SEE992421348512",BNA0529," nan, nan},{nan",cluster: 3 plants @ pirach simbach,disagree,33.0
BAG NWAK-Cluster 14 Schwandorf,Erneuerbar,cluster,,"113771,127407,127408,132097,132104,136881,142451,48574,64275,77999,96903",index,cluster_name,high,no,Cluster @ schwandorf,"Biogas,Solar",5.0,49.3099,12.1118,index,"SEE907053581190,SEE934873630593,SEE943183754455,SEE944740074870,SEE947418836619,SEE955016713539,SEE956038492365,SEE959530108123,SEE961385887207,SEE977177998129,SEE977679967630",,,cluster: 11 plants @ schwandorf,confirmed,1.7
BAG NWAK-Cluster 02 Oberhaid-Redwitz,Erneuerbar,cluster,,"100380,100382,101519,104506,104508,104509,104510,106470,106471,106472,107125,107126,107999,117702,118731,134011,134817,136851,162239,3790,4088,4093,49369,49890,56101,64287,64832,64998,96388,98239,99206",index,cluster_geocode,medium,no,Cluster @ oberhaid redwitz,"Biogas,Solar,Wind",50.3,50.3668,11.3228,index,"SEE900172199789,SEE906820995406,SEE910819842749,SEE912257333674,SEE912982396180,SEE917966923062,SEE919002504839,SEE921681616550,SEE925803241286,SEE926713456685,SEE928139712376,SEE930138066534,SEE931355642365,SEE932298342503,SEE935922634791,SEE938791372900,SEE939073662665,SEE942315815736,SEE946936035986,SEE949550301451,SEE952701626327,SEE957083736763,SEE960905959806,SEE965083619504,SEE968526842767,SEE969606230313,SEE975946370657,SEE977776416673,SEE978540795901,SEE981448741444,SEE992121354936,SEE992721669065,SEE996456696211",,,cluster: 31 plants @ oberhaid redwitz,confirmed,3.8
Baden-Württemberg Nord-Ost EE,Erneuerbar,regional_renewable,,,,,,no,,,,49.0,9.8,geocode,,,,,,
BAG NWAK-Cluster 06 Raitersaich,Erneuerbar,cluster,,143810,index,cluster_name,high,no,Cluster @ raitersaich,Wind,0.6,49.3686,10.8538,index,SEE905450126358,,,cluster: 1 plants @ raitersaich,disagree,88.5
BAG NWAK-Cluster 01 Mechlenreuth,Erneuerbar,cluster,,"102571,103438,106835,110270,114644,121064,127066,127998,128003,139161,142135,153292,28879,29115,29116,2927,31750,40212,40225,40763,74229,75852,78496,84503,91813",index,cluster_geocode,medium,no,Cluster @ mechlenreuth,"Biogas,Hydro,Solar,Wind",25.0,50.1719,12.1389,index,"SEE900757418854,SEE904178179394,SEE904764100580,SEE906311260525,SEE909550216278,SEE913848104536,SEE918404708951,SEE919828311109,SEE922155291273,SEE922878526652,SEE923210165171,SEE925950784278,SEE927850965795,SEE928307336441,SEE929674626524,SEE934837895990,SEE940723522192,SEE946396625826,SEE951624383300,SEE952677098128,SEE955087943149,SEE957652368142,SEE959930920998,SEE965028151199,SEE966635029680,SEE968686178010,SEE978423280135,SEE979700291042,SEE982521734858,SEE983690138041,SEE994934345910,SEE998881588154",,,cluster: 25 plants @ mechlenreuth,confirmed,28.3
TTG Cluster EE Bechterdissen T411,Erneuerbar,cluster,,"101098,102410,102769,103410,103621,103913,104083,104398,105439,105656,105727,105973,107034,107479,107774,108123,108867,109421,109428,111316,112273,112654,113285,113312,117266,119531,120339,123691,124316,124883,125381,125509,127131,127325,127666,129044,129872,130118,131337,134712,135135,137662,138998,139247,141320,141904,142909,145772,147163,149344,149502,150697,151277,151278,155845,155930,156131,156145,163400,26185,26669,29396,29411,30582,30622,31035,34601,35561,35832,35869,35870,35871,35995,36132,36724,40602,43134,43418,43941,43942,44892,45387,45619,46445,46472,47031,48807,51371,52082,55508,56450,56810,57416,57729,57739,58423,59218,59597,59910,62132,62151,62161,62162,62164,62165,62176,62624,65354,67726,68092,69887,70116,72463,73756,74645,74768,76035,77915,78158,81354,82113,82919,83019,83068,83159,84181,84375,84376,84425,85889,87834,88939,89083,89148,89156,94695,94718,95210,96793,96899,96900,97101,97413,97819,97821,97838,98078,98500,98890,98899",index,cluster_geocode,medium,no,Cluster @ bechterdissen,"Biogas,Solar,Wind",108.9,52.0081,8.8384,index,"SEE900389952559,SEE900558837236,SEE901455753162,SEE902400617898,SEE904024719965,SEE904147613355,SEE904450779731,SEE904470206545,SEE904658553065,SEE906333483032,SEE906917011101,SEE907539960365,SEE908251573062,SEE910343599249,SEE911872904450,SEE911949225730,SEE913750500518,SEE914435154972,SEE914614766569,SEE914778120382,SEE914917673991,SEE914934898520,SEE916365465906,SEE916547706902,SEE917167180073,SEE918268505598,SEE918297393883,SEE918375336573,SEE918457177018,SEE918653695279,SEE920309037807,SEE920335415136,SEE920544617321,SEE920850451459,SEE920955386588,SEE921949768281,SEE922660290297,SEE922720952967,SEE923920713372,SEE923932101914,SEE923965183048,SEE924032832401,SEE924338731767,SEE925503818948,SEE926370813012,SEE926872633996,SEE929397374313,SEE929513407246,SEE929723718293,SEE929857771409,SEE929960962626,SEE929976843919,SEE930538331133,SEE931072652852,SEE931170798315,SEE931866820733,SEE932110143028,SEE932127453653,SEE933004123652,SEE933521834949,SEE933600441884,SEE934106315020,SEE934478860159,SEE934884573773,SEE935493501096,SEE935579234627,SEE936489335473,SEE936679962489,SEE937183929166,SEE937377263137,SEE937421983165,SEE937427564689,SEE938541947457,SEE938839759847,SEE939392039117,SEE940854475909,SEE941045789249,SEE941854589900,SEE941997696039,SEE942896014689,SEE943862244901,SEE943862388483,SEE943990625924,SEE944045552684,SEE944646232985,SEE947135435676,SEE947344546798,SEE947841335444,SEE949843778342,SEE950464409737,SEE952749772628,SEE952962844867,SEE952969978411,SEE953333711719,SEE953356407422,SEE953767738825,SEE954049191468,SEE955157595858,SEE955618930952,SEE956381591876,SEE956950307990,SEE958144620908,SEE958327868974,SEE958388978995,SEE958461215009,SEE958582327599,SEE959387814741,SEE959880089844,SEE961232172166,SEE961420842420,SEE961445031311,SEE961742492501,SEE962398061134,SEE962415652888,SEE964196588356,SEE964521583520,SEE965764583421,SEE965793954612,SEE967251204420,SEE967266795333,SEE968542887414,SEE969002979540,SEE970024999256,SEE970553549694,SEE970680973430,SEE971197515809,SEE971434170495,SEE971875602760,SEE972132708317,SEE973129794559,SEE973916198386,SEE976553827268,SEE977175343228,SEE977508701503,SEE978195000566,SEE980064338083,SEE980079250660,SEE981146848919,SEE981235024446,SEE981266424291,SEE982345010480,SEE982607081630,SEE982629421193,SEE982709227523,SEE984443557034,SEE984810511768,SEE986166195463,SEE986512042243,SEE987252187645,SEE987383355821,SEE988737324531,SEE988781478273,SEE989265886744,SEE990276223787,SEE990823203958,SEE992353784211,SEE992713667345,SEE995163265475,SEE995417397723,SEE995604796919,SEE996102262623,SEE996361305666,SEE997163957251,SEE997346254146,SEE998170001531,SEE999022879094,SEE999290582016",,,cluster: 150 plants @ bechterdissen,confirmed,18.1
Stuttgart Umland Ost EE,Erneuerbar,regional_renewable,,,,,,no,,,,48.7,9.3,geocode,,,,,,
Baden-Württemberg Süd EE,Erneuerbar,regional_renewable,,,,,,no,,,,47.5,8.5,geocode,,,,,,
Baden-Württemberg West EE,Erneuerbar,regional_renewable,,,,,,no,,,,48.7,8.2,geocode,,,,,,
Stuttgart Umland Nord EE,Erneuerbar,regional_renewable,,,,,,no,,,,48.9,9.2,geocode,,,,,,
Baden-Württemberg Nord EE,Erneuerbar,regional_renewable,,,,,,no,,,,49.3,8.8,geocode,,,,,,
Baden-Württemberg Nord-West EE,Erneuerbar,regional_renewable,,,,,,no,,,,49.0,8.8,geocode,,,,,,
Stuttgart Umland Süd EE,Erneuerbar,regional_renewable,,,,,,no,,,,48.7,9.2,geocode,,,,,,
BAG NWAK-Cluster 13 Etzenricht,Erneuerbar,cluster,,"101885,102625,103299,103736,104114,106262,107802,110902,110907,111451,111641,115332,115942,115943,119911,123889,125334,127198,127199,127201,127523,133362,134948,135250,135342,136959,136960,137955,140059,140518,142383,152722,155819,157102,159811,160805,161634,162246,163012,28880,28967,28968,30340,30527,31036,31666,33101,33782,33912,34313,34429,34453,34460,35497,35506,35675,35887,35890,37035,37169,37242,38081,38119,38924,4085,4227,49317,49329,49395,49601,49835,49984,50567,50602,50645,52025,54584,58138,61588,63111,63113,63904,64992,69724,71338,71369,71377,72129,74997,80040,80265,83426,84390,86702,86703,87976,88966,89050,89061,95369,97005,97078,99244,99307,99323",index,cluster_geocode,medium,yes,Cluster @ etzenricht,"Biogas,Hydro,Solar,Solid Biomass,Wind",119.3,50.0243,12.0601,index,"SEE900036137056,SEE900676857277,SEE902291052891,SEE902991837675,SEE903653303699,SEE905616970672,SEE905840586045,SEE906663761015,SEE907985482022,SEE908561359493,SEE909153499740,SEE909446192457,SEE910065133318,SEE911283216708,SEE911734992717,SEE912881028762,SEE913788393083,SEE914551619782,SEE914665626744,SEE917120541279,SEE918782469819,SEE920173625254,SEE920274046439,SEE921405163155,SEE921549258076,SEE922764318132,SEE922923972199,SEE924826394450,SEE925129326582,SEE925303964821,SEE925466407098,SEE926207942830,SEE926289740560,SEE927004099192,SEE928641251400,SEE931773120155,SEE931972739790,SEE932843350748,SEE933403878368,SEE933444631670,SEE933523807682,SEE933628654419,SEE934519505346,SEE937784919849,SEE938190263199,SEE938956270409,SEE939239208645,SEE939263425889,SEE939919060198,SEE940073402168,SEE940662855603,SEE940993005920,SEE942828260672,SEE942998664089,SEE943339464368,SEE943355214534,SEE943642371131,SEE944877870611,SEE945652555372,SEE946529940468,SEE947980713813,SEE949404656881,SEE949414569683,SEE950642765686,SEE951194847561,SEE952206754983,SEE953548572679,SEE954976341332,SEE955267934028,SEE957858960935,SEE958230348310,SEE958508139022,SEE959213271977,SEE962526770747,SEE962885416072,SEE964757457817,SEE965971354012,SEE966402248658,SEE966591699866,SEE967457093811,SEE967991181661,SEE968557715733,SEE968737004244,SEE970258739475,SEE971079642500,SEE971740333508,SEE971962728083,SEE972311967719,SEE974777567748,SEE975328001308,SEE977032642129,SEE979902156552,SEE980676741387,SEE980739186353,SEE980809532110,SEE981403831340,SEE981721553153,SEE982299455931,SEE983218994180,SEE983500609518,SEE985213411051,SEE985809411069,SEE986339556954,SEE986539292072,SEE986877061743,SEE986894880662,SEE988765652064,SEE988996622881,SEE989792152459,SEE991535941398,SEE993128943307,SEE993422075575,SEE993650325923,SEE993693920635,SEE994821603031,SEE994878460205,SEE995563433726,SEE996813499660,SEE996879711843,SEE998402259044,SEE998547941958",," nan},{nan",cluster: 105 plants @ etzenricht | coord-check: name geocodes 55 km away,disagree,54.6
Braunschweig BHKW,Konventionell,individual,,8679,index,llm,high,no,Bhkw Braunschweig,Natural Gas,10.4,52.295023,10.521684,index,SEE971995083203,BNA1677,,Exact name and location match for Bhkw Braunschweig.,confirmed,3.2
AVA Cluster Emden Borssum,Erneuerbar,cluster,,"125938,126162,128131,139694,141200,145172,157837,3306,51187,52544,54823,57584,61133,61134,61135",index,cluster_name,high,no,Cluster @ emden borssum,"Biogas,Solar,Wind",56.4,53.3557,7.1588,index,"SEE904157234625,SEE904589475672,SEE907698196117,SEE920590599237,SEE925268052083,SEE931378934201,SEE940667593807,SEE941685322417,SEE941879705590,SEE943317447529,SEE955364434544,SEE956423300978,SEE957010113384,SEE959870329448,SEE959929617663,SEE960697693483,SEE962237104886,SEE968941062740,SEE979613181966,SEE980744181794,SEE982025668680,SEE982241308988,SEE987391111822,SEE988434048013,SEE991870604361,SEE993871741250,SEE999407590279",BNA0244,,cluster: 15 plants @ emden borssum,confirmed,3.0
WP Schafflund,Erneuerbar,individual,,,,llm,none,yes,,,,54.7,9.1,geocode,,,,No candidate matches the wind park name or location of Schafflund.,,
AVA Cluster Gießen Nord T413 T414,Erneuerbar,cluster,,"100393,103076,103077,103626,105194,105690,106993,109512,110416,110558,111695,112669,113757,114221,114448,114656,116052,116076,116129,116146,116168,116189,116195,117029,124380,124604,126014,129670,131022,131662,131664,132894,133172,135044,137878,138645,139193,139329,140723,143517,146605,154669,155036,26267,26830,27036,3529,3785,4291,4586,48583,51940,53243,53244,56223,56343,56641,63552,63579,64042,64062,64070,64143,64233,64350,67354,67772,67817,67818,68245,68280,68299,68304,68310,68325,71784,71820,71836,71855,71957,75503,75545,75548,75581,75653,75656,80197,83247,84972,85305,85307,86098,87830,98402,99991",index,cluster_geocode,medium,no,Cluster @ gießen,"Biogas,Hydro,Solar,Wind",82.0,50.5774,8.6874,index,"SEE900096609043,SEE900154604171,SEE901200049335,SEE901216950762,SEE905578001940,SEE906906575409,SEE907431268538,SEE908081853952,SEE908188399896,SEE908225244530,SEE909788624463,SEE910243125234,SEE910334601159,SEE910413451545,SEE912909345413,SEE913536623608,SEE915049561644,SEE915147604380,SEE915384557234,SEE916411167969,SEE916686986364,SEE920435060496,SEE920655682294,SEE920923420641,SEE922848438275,SEE922953373997,SEE924539880431,SEE924826518368,SEE925952197267,SEE926782400022,SEE928661347664,SEE929831089421,SEE931773014317,SEE932177626342,SEE933590852646,SEE934683121939,SEE935098164924,SEE935584730305,SEE937026447888,SEE937172564958,SEE937405438124,SEE938664890562,SEE940150112614,SEE942619827343,SEE943310841584,SEE946624983308,SEE946790616437,SEE947146899443,SEE948469292591,SEE953463101619,SEE954190099460,SEE954461343636,SEE955800321353,SEE955817987771,SEE956297598228,SEE956412606210,SEE958683672901,SEE959365937363,SEE959494601357,SEE960119000851,SEE961856627929,SEE961984562017,SEE962781507904,SEE963114953078,SEE965051032281,SEE965379089899,SEE966411182752,SEE966943879878,SEE967173155077,SEE967347285777,SEE968671383825,SEE968730428788,SEE969870796935,SEE970191992975,SEE970431615190,SEE971146524791,SEE972373671210,SEE976445708903,SEE979617352423,SEE981512177841,SEE981543163400,SEE984687589617,SEE985898715543,SEE986586565280,SEE986633776966,SEE987595066379,SEE987845881462,SEE988524069010,SEE989662464101,SEE990688427865,SEE992079913582,SEE993728971021,SEE994760457351,SEE995565567245,SEE996298948905,SEE996404761909,SEE998029460717,SEE998980496961,SEE999762829380,SEE999927403745",,,cluster: 95 plants @ gießen,confirmed,1.6
